id,Coordx,Coordy,riesgo
785,-103.38188,20.656358,Sin riesgo
786,-103.4457957,20.6300425,Alto riesgo
787,-103.3765793,20.71332169,Sin riesgo
788,-103.3384399,20.6530571,Poco riesgo
789,-103.3053513,20.6535511,Alto riesgo
790,-103.3872528,20.72436142,Sin riesgo
791,-103.452183,20.604109,Alto riesgo
792,-103.3322449,20.58480263,Sin riesgo
793,-103.277681,20.685544,Riesgo moderado
794,-103.470424,20.801036,Poco riesgo
795,-103.4189529,20.72478676,Sin riesgo
796,-103.3713837,20.62340927,Poco riesgo
797,-103.3563763,20.6207048,Sin riesgo
798,-103.3920581,20.7429331,Sin riesgo
799,-103.419236,20.740602,Poco riesgo
800,-103.4360886,20.63075829,Riesgo moderado
801,-103.437706,20.76301575,Riesgo moderado
802,-103.361959,20.689775,Sin riesgo
803,-103.3538208,20.71927261,Sin riesgo
804,-103.3929534,20.6664412,Poco riesgo
805,-103.412771,20.635894,Sin riesgo
806,-103.3799744,20.64668846,Poco riesgo
807,-103.368544,20.7274846,Sin riesgo
808,-103.4447128,20.777462,Poco riesgo
809,-103.336176,20.629972,Alto riesgo
810,-103.3890228,20.72891808,Sin riesgo
812,-103.4238521,20.7299895,Poco riesgo
813,-103.3423233,20.6744957,Sin riesgo
814,-103.2830231,20.6649786,Sin riesgo
815,-103.437706,20.76301575,Poco riesgo
816,-103.3337708,20.66372108,Sin riesgo
818,-103.1832984,20.5171561,Alto riesgo
819,-103.4560577,20.6224267,Riesgo moderado
820,-103.364799,20.6747459,Sin riesgo
821,-103.3115768,20.68178368,Poco riesgo
822,-103.3638992,20.62043953,Riesgo moderado
823,-103.2508087,20.65890884,Sin riesgo
825,-103.3291025,20.5508275,Alto riesgo
826,-103.354962,20.6689467,Sin riesgo
