id,Bicycle_routes,linear_color_weighting,Previous_accidents,Day,Sex,Age_rangue,Hourly_range,Lanes,Speed_limit,Bikeway,Public_transport,Traffic_light,Street_type,vehicle_type,Traffic_variable,Bicycle_routes_cat,predominant_color,diffuse_logic_traffic,label
521,0,0,0,Wednesday,M,0-19,22:00 a 23:59,1,50km/h,No,No,No,Street,Truck,Mucho trafico,No,green,B,0
522,0,0.25,1,Friday,M,60-69,12:00 a 13:59,3,50km/h,No,Yes,No,Avenue,Train,Poco trafico,No,green,B,0
523,76,0.26701278,1,Saturday,M,50-59,0:00 a 01:59,4,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,Yes,green,B,0
524,0,0.269125683,0,Tuesday,M,30-39,08:00 a 09:59,4,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
525,2596,0.491467995,5,Thursday,M,50-59,14:00 a 15:59,3,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MA,0
527,0,0,0,Tuesday,M,,06:00 a 07:59,4,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,B,0
528,0,0.328263989,0,Wednesday,F,30-39,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,0
529,0,0.596696697,2,Saturday,M,20-29,08:00 a 09:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,red,MA,0
530,0,0,2,Monday,M,50-59,08:00 a 09:59,2,80km/h,No,Yes,No,Highway,,Trafico moderado,No,green,B,1
531,0,0.530433612,2,Tuesday,M,60-69,16:00 a 17:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Mucho trafico,No,orange,MA,0
532,51,0.350934579,0,Wednesday,F,40-49,14:00 a 15:59,2,50km/h,No,Yes,No,Avenue,Multiple_collision,Poco trafico,Yes,green,MB,0
533,3,0.25,1,Saturday,M,50-59,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
534,0,0.331726704,4,Saturday,M,0-19,20:00 a 21:59,4,60km/h,No,Yes,No,Highway,Private_car,Trafico moderado,No,green,B,0
535,0,0.5,0,Tuesday,M,,18:00 a 19:59,3,80km/h,No,Yes,No,Highway,Private_car,Mucho trafico,No,orange,MB,1
540,0,0.356772009,2,Monday,M,50-59,20:00 a 21:59,3,50km/h,No,Yes,No,Avenue,Multiple_collision,Poco trafico,No,green,MB,0
542,0,0.278255264,0,Wednesday,M,20-29,10:00 a 11:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
543,0,0.330661323,1,Wednesday,M,30-39,18:00 a 19:59,2,50km/h,Yes,Yes,No,Avenue,Private_car,Poco trafico,No,green,MB,0
544,406,0.339501693,0,Wednesday,M,30-39,10:00 a 11:59,3,50km/h,Yes,Yes,No,Avenue,Truck,Poco trafico,Yes,green,B,0
545,0,0.25,0,Thursday,M,30-39,0:00 a 01:59,3,80km/h,No,Yes,No,Peripheral,Private_car,Poco trafico,No,green,B,0
546,0,0,1,Thursday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
547,0,0,0,Saturday,M,,16:00 a 17:59,2,80km/h,No,Yes,No,Highway,Private_car,Trafico moderado,No,green,B,1
548,0,0.31827853,2,Thursday,F,50-59,10:00 a 11:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
549,0,0.288217213,1,Wednesday,M,30-39,22:00 a 23:59,4,80km/h,No,Yes,No,Peripheral,Private_car,Poco trafico,No,green,B,1
550,0,0.316424647,1,Monday,M,20-29,18:00 a 19:59,3,50km/h,No,Yes,No,Avenue,Truck,Trafico moderado,No,green,MB,1
551,235,0.299037865,3,Wednesday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,Yes,green,B,0
552,0,0.376765299,0,Sunday,F,30-39,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
553,459,0.25,0,Monday,M,20-29,20:00 a 21:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,Yes,green,B,0
554,0,0.311705165,1,Sunday,F,,12:00 a 13:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
555,0,0.294069069,0,Thursday,M,,22:00 a 23:59,1,50km/h,No,Yes,No,Street,Private_car,Poco trafico,No,green,B,0
557,247,0.25,1,Monday,M,50-59,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,Yes,green,B,0
558,0,0.335526316,0,Thursday,M,,06:00 a 07:59,2,50km/h,No,Yes,Yes,Avenue,Bicycle,Poco trafico,No,green,MB,0
559,0,0.307502596,0,Thursday,M,20-29,10:00 a 11:59,2,50km/h,No,Yes,No,Avenue,Multiple_collision,Trafico moderado,No,green,B,0
560,0,0.488630924,0,Tuesday,M,,14:00 a 15:59,2,50km/h,No,Yes,No,Street,Private_car,Poco trafico,No,green,MA,0
561,0,0.443382801,0,Saturday,F,50-59,12:00 a 13:59,2,50km/h,Yes,Yes,Yes,Avenue,Truck,Poco trafico,No,orange,MB,0
563,0,0,0,Tuesday,M,50-59,06:00 a 07:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,No,green,B,0
564,2418,0.442616775,4,Tuesday,M,20-29,14:00 a 15:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,green,MB,0
565,0,0.338861386,3,Wednesday,M,,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,,Poco trafico,No,green,B,0
566,0,0.310416667,0,Thursday,M,0-19,16:00 a 17:59,2,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,green,B,0
567,0,0.260006111,1,Friday,M,0-19,0:00 a 01:59,5,40km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
570,225,0.409219858,1,Wednesday,,,12:00 a 13:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,MB,0
571,0,0.25,1,Thursday,F,30-39,22:00 a 23:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,1
572,0,0.413706674,1,Thursday,M,60-69,16:00 a 17:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,MB,0
573,0,0.30546683,0,Thursday,M,,20:00 a 21:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,No,green,B,0
574,0,0,0,Thursday,F,30-39,22:00 a 23:59,2,50km/h,No,Yes,No,Street,Truck,Poco trafico,No,green,B,1
575,606,0.25,0,Monday,F,20-29,14:00 a 15:59,3,50km/h,Yes,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,B,0
576,626,0.300607051,3,Tuesday,M,60-69,16:00 a 17:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,Yes,green,B,0
577,0,0.875647668,0,Thursday,M,0-19,08:00 a 09:59,4,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,No,red_wine,A,0
579,1629,0.429855185,2,Monday,M,60-69,20:00 a 21:59,1,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,Yes,green,MB,0
580,0,0,1,Friday,F,20-29,18:00 a 19:59,2,50km/h,No,No,No,Avenue,Truck,Trafico moderado,No,green,B,0
581,0,0.25,3,Saturday,,,06:00 a 07:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
582,0,0.384271357,4,Sunday,M,30-39,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
583,0,0.297539771,1,Wednesday,M,60-69,10:00 a 11:59,2,50km/h,No,Yes,No,Street,Truck,Poco trafico,No,green,B,0
584,0,0.286647828,0,Monday,M,60-69,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,1
585,0,0.429610355,1,Monday,F,,10:00 a 11:59,2,40km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,MB,0
586,0,0.377916225,0,Friday,M,30-39,16:00 a 17:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,MB,0
587,0,0.272354015,0,Thursday,M,50-59,06:00 a 07:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,No,green,B,0
588,294,0.424917492,0,Sunday,M,40-49,18:00 a 19:59,1,30km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,Yes,green,MB,0
589,670,0.277390091,0,Sunday,M,30-39,16:00 a 17:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,Yes,green,B,0
590,8,0.366197183,0,Friday,M,20-29,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,Yes,green,MB,0
591,0,0.455254042,0,Friday,M,,0:00 a 01:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,No,orange,MB,0
592,0,0.252849003,0,Tuesday,F,20-29,08:00 a 09:59,1,60km/h,No,Yes,No,Highway,Private_car,Poco trafico,No,green,B,0
593,55,0.25,0,Thursday,M,30-39,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,B,1
594,438,0.272289157,0,Wednesday,F,,20:00 a 21:59,3,50km/h,No,Yes,No,Avenue,,Poco trafico,Yes,green,B,0
595,1597,0.352116548,2,Friday,M,50-59,16:00 a 17:59,2,50km/h,No,Yes,Yes,Street,Multiple_collision,Poco trafico,Yes,green,MB,1
596,0,0.309975962,1,Sunday,M,20-29,14:00 a 15:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
597,0,0.293668831,0,Monday,F,50-59,08:00 a 09:59,2,50km/h,No,No,No,Street,,Poco trafico,No,green,B,0
598,0,0.403610108,3,Thursday,M,20-29,20:00 a 21:59,6,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,orange,MB,0
600,0,0.616742597,1,Wednesday,M,,18:00 a 19:59,3,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,red,MA,1
602,0,0.334783414,0,Wednesday,M,60-69,18:00 a 19:59,1,50km/h,No,No,No,Street,Multiple_collision,Trafico moderado,No,green,MB,0
603,0,0.333455702,0,Thursday,M,40-49,22:00 a 23:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,MB,1
604,0,0.358904465,0,Thursday,M,30-39,16:00 a 17:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,1
605,5,0.272317597,0,Saturday,M,50-59,0:00 a 01:59,2,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,1
606,0,0.25,1,Saturday,M,20-29,22:00 a 23:59,2,50km/h,No,Yes,No,Street,Multiple_collision,Poco trafico,No,green,B,0
607,779,0.305094648,3,Saturday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Street,Truck,Poco trafico,Yes,green,B,0
608,415,0.485007496,1,Friday,F,20-29,18:00 a 19:59,1,50km/h,No,Yes,Yes,Street,Private_car,Trafico moderado,Yes,orange,MA,0
609,0,0.3078203,3,Saturday,M,0-19,10:00 a 11:59,1,50km/h,No,Yes,No,Street,Multiple_collision,Trafico moderado,No,green,B,0
610,21,0.421189591,0,Tuesday,M,0-19,16:00 a 17:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,orange,MB,0
611,0,0.382175387,1,Wednesday,M,30-39,20:00 a 21:59,2,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,MB,0
612,0,0.386057499,2,Wednesday,M,0-19,18:00 a 19:59,2,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
613,0,0.259834776,0,Friday,M,30-39,10:00 a 11:59,6,60km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,B,0
614,0,0.346544926,0,Friday,M,30-39,16:00 a 17:59,6,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,B,0
615,0,0.316593886,0,Saturday,M,0-19,12:00 a 13:59,2,50km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,No,green,B,0
616,1846,0.351667642,3,Saturday,M,,18:00 a 19:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
617,0,0.25,0,Monday,F,20-29,10:00 a 11:59,3,50km/h,Yes,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,B,0
618,0,0.745814307,0,Thursday,M,,0:00 a 01:59,1,50km/h,No,Yes,No,Street,Truck,Trafico moderado,No,red,A,0
619,0,0.345862069,0,Monday,M,20-29,08:00 a 09:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
621,0,0.25,0,Wednesday,M,20-29,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Multiple_collision,Poco trafico,No,green,B,0
622,0,0.451010043,0,Sunday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
623,0,0.355902778,0,Friday,M,0-19,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
624,0,0.291335321,1,Tuesday,M,,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
625,76,0.260789814,1,Wednesday,M,50-59,08:00 a 09:59,4,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,0
626,0,0.3499124,0,Sunday,,,10:00 a 11:59,3,50km/h,No,No,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
627,0,0.403702667,1,Wednesday,M,20-29,14:00 a 15:59,3,50km/h,No,Yes,No,Avenue,Multiple_collision,Trafico moderado,No,orange,MB,0
628,0,0.344235248,0,Wednesday,F,20-29,06:00 a 07:59,3,50km/h,No,Yes,Yes,Avenue,,Poco trafico,No,green,MB,0
629,0,0.307038991,1,Friday,,,14:00 a 15:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,0
630,0,0.25,1,Tuesday,M,0-19,10:00 a 11:59,3,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
632,1029,0.355351378,2,Saturday,M,30-39,16:00 a 17:59,3,50km/h,Yes,Yes,Yes,Avenue,Multiple_collision,Poco trafico,Yes,green,MB,0
635,0,0.341741003,0,Monday,,,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Multiple_collision,Trafico moderado,No,green,MB,0
636,0,0.39740566,0,Tuesday,M,20-29,10:00 a 11:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,MB,0
637,2,0.25,0,Wednesday,M,0-19,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
638,25,0.330248883,0,Thursday,,,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,Yes,green,MB,0
639,0,0.325942066,0,Monday,M,0-19,16:00 a 17:59,6,60km/h,No,Yes,Yes,Peripheral,Passenger_vehicle,Poco trafico,No,green,B,0
640,305,0.329658347,2,Saturday,F,20-29,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,0
641,8,0.374289324,0,Monday,M,40-49,22:00 a 23:59,6,60km/h,No,Yes,No,Peripheral,Private_car,Poco trafico,Yes,green,MB,1
643,2,0.25,0,Friday,M,40-49,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,B,1
644,0,0.333333333,0,Saturday,M,20-29,08:00 a 09:59,4,40km/h,No,Yes,Yes,Highway,Multiple_collision,Poco trafico,No,green,MB,0
645,0,0.5,0,Thursday,M,20-29,18:00 a 19:59,1,50km/h,No,No,No,Street,Passenger_vehicle,Trafico moderado,No,orange,MB,0
646,214,0.280468574,6,Tuesday,M,70+,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,Yes,green,B,1
647,214,0.442128341,6,Tuesday,M,60-69,10:00 a 11:59,3,60km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,MB,0
648,2323,0.30847014,6,Monday,M,30-39,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Trafico moderado,Yes,green,B,0
649,0,0,0,Monday,M,60-69,22:00 a 23:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,No,green,B,1
650,0,0.250487567,2,Tuesday,M,40-49,08:00 a 09:59,4,80km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,0
651,108,0.309950637,2,Wednesday,M,60-69,08:00 a 09:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,Yes,green,B,1
652,250,0.32257109,1,Tuesday,F,20-29,0:00 a 01:59,1,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,Yes,green,MB,0
653,0,0.31063907,2,Friday,M,30-39,10:00 a 11:59,4,80km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,0
655,0,0.25,0,Sunday,M,30-39,12:00 a 13:59,2,80km/h,No,Yes,No,Highway,Passenger_vehicle,Trafico moderado,No,green,B,0
656,0,0.280446123,0,Sunday,M,20-29,14:00 a 15:59,2,50km/h,No,No,No,Avenue,Private_car,Poco trafico,No,green,B,0
657,0,0.28428544,0,Saturday,M,,22:00 a 23:59,2,50km/h,No,Yes,No,Street,Private_car,Poco trafico,No,green,B,0
660,0,0.5,1,Sunday,M,70+,08:00 a 09:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,orange,MB,1
661,0,0,1,Sunday,M,60-69,08:00 a 09:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
662,0,0.332561371,0,Tuesday,M,,08:00 a 09:59,5,60km/h,No,Yes,No,Highway,,Trafico moderado,No,green,B,1
664,0,0.25,1,Friday,M,,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
665,0,0.309082231,0,Sunday,M,,14:00 a 15:59,1,50km/h,No,No,No,Street,Private_car,Trafico moderado,No,green,B,0
666,23,0.392433234,0,Monday,M,60-69,20:00 a 21:59,2,50km/h,No,No,No,Street,Private_car,Mucho trafico,Yes,orange,MB,0
667,33,,0,Wednesday,M,30-39,18:00 a 19:59,2,50km/h,Yes,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,,,0
668,1479,0.417955326,4,Friday,M,30-39,10:00 a 11:59,2,50km/h,Yes,Yes,No,Avenue,Private_car,Trafico moderado,Yes,green,MB,0
669,0,0.292292683,1,Tuesday,M,50-59,16:00 a 17:59,5,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,1
670,1990,0.365006279,2,Wednesday,F,20-29,10:00 a 11:59,1,50km/h,Yes,Yes,No,Street,Multiple_collision,Poco trafico,Yes,green,MB,0
671,0,0.470123738,0,Friday,M,50-59,10:00 a 11:59,2,80km/h,No,Yes,No,Highway,,Trafico moderado,No,green,MA,1
672,81,0.42853688,2,Friday,M,,12:00 a 13:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
673,335,0.25,2,Wednesday,M,20-29,06:00 a 07:59,6,60km/h,No,Yes,No,Peripheral,Private_car,Poco trafico,Yes,green,B,0
675,0,0.405787553,2,Friday,M,40-49,06:00 a 07:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
677,0,0.25,3,Monday,,,22:00 a 23:59,4,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,B,1
678,0,0.273920653,2,Monday,M,20-29,20:00 a 21:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,0
679,0,0.277994792,1,Tuesday,,,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
681,0,0.496044963,1,Saturday,M,,10:00 a 11:59,6,50km/h,Yes,Yes,Yes,Peripheral,Multiple_collision,Poco trafico,No,green,MA,0
682,179,0.305168986,4,Tuesday,M,20-29,12:00 a 13:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,Yes,green,B,0
684,0,0.313308105,0,Thursday,M,0-19,12:00 a 13:59,1,40km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,No,green,MB,0
685,1581,0.416666667,3,Thursday,M,20-29,10:00 a 11:59,4,50km/h,No,Yes,No,Avenue,Multiple_collision,Poco trafico,Yes,orange,MB,0
687,449,0.315208065,0,Monday,M,20-29,14:00 a 15:59,1,50km/h,Yes,Yes,No,Street,Multiple_collision,Poco trafico,Yes,green,MB,0
688,0,0,0,Tuesday,M,,10:00 a 11:59,3,50km/h,Yes,Yes,Yes,Street,Private_car,Trafico moderado,No,green,B,0
689,0,0.385907265,4,Friday,M,0-19,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,orange,MB,0
690,463,0.25,0,Sunday,,,0:00 a 01:59,2,50km/h,Yes,Yes,No,Avenue,,Poco trafico,Yes,green,B,1
692,0,0.301960281,1,Wednesday,M,30-39,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,0
694,475,0.310542169,0,Friday,F,,20:00 a 21:59,1,50km/h,No,No,No,Street,Truck,Poco trafico,Yes,green,B,0
697,135,0.25,0,Friday,M,50-59,08:00 a 09:59,1,50km/h,No,No,No,Street,Multiple_collision,Mucho trafico,Yes,green,B,0
699,0,0.25,0,Saturday,M,30-39,10:00 a 11:59,3,60km/h,No,Yes,No,Highway,Multiple_collision,Poco trafico,No,green,B,0
703,0,0.295500404,2,Monday,M,50-59,12:00 a 13:59,4,60km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,B,0
704,0,0.25,0,Thursday,M,20-29,12:00 a 13:59,3,60km/h,No,Yes,No,Avenue,Bicycle,Trafico moderado,No,green,B,0
709,97,0.422552167,1,Wednesday,M,40-49,06:00 a 07:59,1,50km/h,No,No,No,Street,Multiple_collision,Poco trafico,Yes,green,MA,0
710,0,0.25,0,Wednesday,,,0:00 a 01:59,4,80km/h,No,Yes,No,Peripheral,Private_car,Poco trafico,No,green,B,1
712,0,0.266590214,1,Thursday,F,20-29,20:00 a 21:59,4,60km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
713,0,0.2576062,0,Tuesday,M,0-19,22:00 a 23:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
714,1873,0.334994844,4,Thursday,M,0-19,16:00 a 17:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,green,MB,0
715,0,0.33584295,0,Saturday,M,0-19,18:00 a 19:59,2,50km/h,No,Yes,No,Street,Multiple_collision,Trafico moderado,No,green,MB,0
716,0,0,1,Wednesday,M,60-69,10:00 a 11:59,1,50km/h,No,No,No,Street,Truck,Poco trafico,No,green,B,1
717,1620,0.488017287,2,Wednesday,M,30-39,12:00 a 13:59,3,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
718,0,0.529729319,0,Thursday,M,20-29,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,orange,MA,0
719,1200,0.563500312,2,Saturday,M,,14:00 a 15:59,1,30km/h,No,Yes,Yes,Street,Private_car,Trafico moderado,Yes,orange,MA,0
720,0,0.334100625,3,Tuesday,M,0-19,10:00 a 11:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
721,0,0.25,0,Friday,M,0-19,16:00 a 17:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
722,0,0.430149284,0,Monday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,green,MB,0
723,734,0.410664498,2,Tuesday,F,,08:00 a 09:59,2,50km/h,Yes,Yes,No,Avenue,Private_car,Poco trafico,Yes,orange,MB,0
724,0,0.295638489,1,Monday,M,20-29,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,B,0
725,0,0.367260692,2,Tuesday,M,30-39,12:00 a 13:59,5,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
726,162,0.282695125,2,Monday,M,30-39,0:00 a 01:59,4,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
727,0,0.25,1,Tuesday,M,40-49,10:00 a 11:59,3,50km/h,No,No,No,Avenue,Multiple_collision,Poco trafico,No,green,B,0
728,0,0.340607846,5,Monday,M,0-19,20:00 a 21:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
729,0,0.339155844,0,Tuesday,M,0-19,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,green,B,0
730,0,0.25,0,Friday,M,,12:00 a 13:59,2,50km/h,No,Yes,No,Street,Private_car,Poco trafico,No,green,B,0
731,0,0.391114058,0,Tuesday,M,30-39,08:00 a 09:59,2,50km/h,No,No,No,Street,,Poco trafico,No,green,MB,0
732,30,0.287511131,0,Thursday,M,0-19,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
736,165,0.309950637,2,Sunday,M,60-69,08:00 a 09:59,3,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
737,0,0.25,0,Tuesday,M,60-69,22:00 a 23:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
739,0,0.737859267,0,Monday,M,60-69,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Truck,Trafico moderado,No,red,A,1
742,0,0.310443565,0,Sunday,M,30-39,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,B,0
743,251,0.529409491,0,Wednesday,F,20-29,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,Yes,red,MB,0
746,0,0.356679118,0,Saturday,F,20-29,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
748,353,0.268102224,1,Wednesday,F,20-29,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
749,0,0.250217061,0,Wednesday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,Yes,Highway,,Poco trafico,No,green,B,1
750,0,0.42263192,0,Sunday,M,20-29,16:00 a 17:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,1
751,0,0.410354284,0,Saturday,M,60-69,14:00 a 15:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
752,528,0.379293263,1,Thursday,M,30-39,16:00 a 17:59,1,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,Yes,green,MB,0
753,0,0.25,1,Wednesday,M,,16:00 a 17:59,2,80km/h,No,Yes,No,Highway,Truck,Poco trafico,No,green,B,1
